,stepsize_inv,alpha,iterations,error
0,8,0.0078125,100000,0.0031931902617310746
1,16,0.0019531250000000004,100000,109.73043652126373
2,32,0.00048828125,100000,217.66168262133016
3,64,0.00012207031250000003,100000,312.7619616330379
4,128,3.0517578125e-05,100000,444.582723290875
5,256,7.629394531250002e-06,100000,630.2814341287747
